Track URI,Track Name,Album Name,Artist_Name,Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1YQ7BbJR8HqAolfprvxGKu,"Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster","Born Again","The Notorious B.I.G.;Lil' Kim;Diddy",1999,191600,62,true,m-airon,2022-03-27T08:48:00Z,"old school hiphop,gangsterrap,east coast hiphop,hiphop","Bad Boy Records",0.904,0.826,1,-2.372,0,0.272,0.0531,0,0.214,0.824,101.35,4
spotify:track:0aULRU35N9kTj6O1xMULRR,"Magic Stick","La Bella Mafia","Lil' Kim",2003-03-03,359973,62,true,m-airon,2022-03-27T09:09:47Z,"east coast hiphop","Atlantic Records",0.849,0.499,2,-7.872,1,0.271,0.117,0.0000497,0.268,0.504,92.982,4
spotify:track:5STdMlrBf6pqWiNE7WqxSi,"Many Men (Wish Death)","Get Rich Or Die Tryin'","50 Cent",2003-02-06,256240,80,true,m-airon,2022-03-27T09:14:58Z,"old school hiphop,east coast hiphop","Shady Records",0.589,0.827,11,-2.938,1,0.384,0.0143,0.00151,0.14,0.386,161.978,4
spotify:track:4hjxVY7QYNDmOclMny7hVY,"Dead Presidents II","Reasonable Doubt","JAŸ-Z",1996-06-25,266066,54,true,m-airon,2022-03-27T17:28:40Z,"hiphop,east coast hiphop,rap","Roc-A-Fella",0.626,0.912,7,-8.758,0,0.426,0.174,0.00000108,0.149,0.579,174.57,4
spotify:track:2FWmKZ3kNbVsKGhuNHsltW,"Brooklyn Zoo","Return to the 36 Chambers: The Dirty Version","Ol' Dirty Bastard",1995,217506,56,true,m-airon,2022-03-27T09:16:10Z,"east coast hiphop,old school hiphop,hardcore hiphop","Rhino/Elektra",0.704,0.701,2,-8.031,1,0.46,0.549,0,0.664,0.618,92.032,4
spotify:track:3YAIOD20Mk64gNRYqf56k3,"Waiting For The World To End","The Master","Rakim",1999-11-30,245026,49,true,m-airon,2022-03-27T09:16:24Z,"east coast hiphop,old school hiphop,hiphop","Universal Records",0.795,0.58,10,-5.762,0,0.405,0.0735,0.0000733,0.325,0.961,91.798,4
spotify:track:7IdFdRlCjUi6kkhbPoRfnw,"99 Problems","The Black Album","JAŸ-Z",2003-11-14,234626,52,true,m-airon,2022-03-27T17:28:31Z,"hiphop,east coast hiphop,rap","Roc Nation / Jay-Z",0.493,0.887,6,-4.297,0,0.4,0.00661,0,0.103,0.551,89.157,4
spotify:track:0yX1VnMvtK1QNNHF3JQYMP,"Keep It Thoro","H.N.I.C","Prodigy",2000-11-13,185773,43,true,m-airon,2022-03-27T20:31:49Z,"east coast hiphop,old school hiphop","Epic",0.875,0.552,11,-6.484,0,0.3,0.0414,0,0.296,0.794,88.867,4
spotify:track:09wQdd0JQbkp9yKfRfwhjG,"Got Ur Self A Gun","Stillmatic","Nas",2001-12-18,228626,54,true,m-airon,2022-03-27T20:32:18Z,"old school hiphop,east coast hiphop,hiphop","Columbia",0.699,0.869,11,-4.263,0,0.238,0.0118,0,0.0982,0.616,93.612,4
spotify:track:71hXKEDaKHgYrn7kdLFpOx,"Dynamite!","Things Fall Apart","The Roots;Rehani Sayed",1999-02-23,285706,46,true,m-airon,2022-03-27T20:53:18Z,"east coast hiphop,jazz rap,hiphop","Geffen",0.887,0.456,8,-7.956,0,0.298,0.0303,0,0.159,0.643,94.047,4
spotify:track:3gRlmtdCyNoKiyozn2pqc9,"Mathematics","Black On Both Sides","Mos Def",1999-10-12,246440,60,true,m-airon,2022-03-27T20:53:23Z,"east coast hiphop,old school hiphop,hiphop","Rawkus Entertainment",0.753,0.749,1,-6.132,0,0.316,0.0285,0,0.0845,0.832,93.79,4
spotify:track:3z0i5xf1iiEoiuhkTPKp3w,"Pin the Tail on the Donkey","Naughty By Nature","Naughty By Nature",1991-09-03,227506,48,false,m-airon,2022-04-13T11:23:22Z,"old school hiphop,east coast hiphop","Tommy Boy Music, LLC",0.891,0.504,8,-14.682,0,0.364,0.00611,0.000595,0.102,0.712,116.351,4
spotify:track:6904O7JrAxFybd4yu3Sz2V,"Stop Being Greedy","It's Dark And Hell Is Hot","DMX",1998-05-01,216906,55,true,m-airon,2022-04-15T17:19:45Z,"east coast hiphop,old school hiphop,hardcore hiphop","Def Jam Recordings",0.677,0.703,10,-5.986,0,0.215,0.00975,0,0.154,0.137,101.576,4
spotify:track:5k8VqtBhkbAYakV5ZEFYNo,"Suicidal Thoughts - 2005 Remaster","Ready to Die (The Remaster)","The Notorious B.I.G.",1994-09-13,170213,50,true,m-airon,2022-04-18T21:16:22Z,"old school hiphop,gangsterrap,east coast hiphop,hiphop","Bad Boy Records",0.604,0.501,5,-10.171,0,0.425,0.466,0.00000909,0.091,0.0956,78.61,4
spotify:track:4Qxv2L4JICAWLFrBV6QeH8,"Around The Way Girl","Mama Said Knock You Out (Deluxe Edition)","LL COOL J",1990-08-27,246533,50,false,m-airon,2022-04-18T21:26:41Z,"old school hiphop,east coast hiphop","LL Cool J.",0.608,0.669,1,-10.834,0,0.335,0.00435,0.0109,0.337,0.679,202.062,4
spotify:track:0snDRsjNRMJhm7SVja8l6J,"MC's Act Like They Don't Know","KRS-One","KRS-One",1995-10-10,295933,52,true,m-airon,2022-04-21T22:43:11Z,"old school hiphop,east coast hiphop,hiphop,hardcore hiphop","Jive",0.855,0.798,1,-4.018,1,0.237,0.0101,0.000615,0.628,0.855,90.429,4
spotify:track:209NvTRinLGOKGURmbSF73,"I Got Da Feelin'","It's Tee Time","Sweet Tee",1988-01-01,251400,19,false,m-airon,2022-04-22T14:14:45Z,"old school hiphop","Arista/Legacy",0.927,0.298,2,-16.614,1,0.196,0.0205,0.0000195,0.0822,0.599,111.079,4
spotify:track:6zsk6uF3MxfIeHPlubKBvR,"Get Ur Freak On","Miss E... So Addictive","Missy Elliott",2001-05-14,211120,70,true,m-airon,2022-08-13T14:08:50Z,"hiphop","Atlantic Records/ATG",0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,4
spotify:track:5rwKik1i0t9Pxt4ZRHKewV,"Scream a.k.a. Itchin'","Miss E... So Addictive","Missy Elliott",2001-05-14,239373,29,true,m-airon,2023-03-13T11:07:23Z,"hiphop","Atlantic Records/ATG",0.851,0.665,7,-8.083,1,0.298,0.0635,0.27,0.272,0.916,84.873,4
spotify:track:0sWGn9Yvbu6ITFFwFGroQ7,"Let's Get It (feat. G. Dep & Black Rob)","The Saga Continues...","Diddy;Black Rob;G. Dep;Three The...",2001,256026,38,true,m-airon,2024-10-06T21:13:33Z,"hiphop,east coast hiphop,old school hiphop","Bad Boy Records",0.839,0.912,8,-2.981,1,0.308,0.141,0,0.14,0.644,97.241,4
spotify:track:4Aujn3OS6bSqprR2UVGlfy,"Yoke the Joker","Naughty By Nature","Naughty By Nature",1991-09-03,313640,43,true,m-airon,2024-10-08T04:53:51Z,"old school hiphop,east coast hiphop","Tommy Boy Music, LLC",0.917,0.607,4,-15.522,0,0.325,0.003,0,0.116,0.651,94.063,4
spotify:track:2CPturRUlpvirYr7VpkXCV,"It Ain't Hard to Tell","Illmatic","Nas",1994-04-19,202106,64,true,m-airon,2024-10-14T08:49:12Z,"old school hiphop,east coast hiphop,hiphop","Columbia",0.69,0.729,11,-5.819,0,0.221,0.000017,0.0431,0.152,0.357,91.376,4
spotify:track:4TvxDMTOkbK2yt7IfHWqZQ,"The Format","The Format (Special Edition)","AZ;DJ Premier",2006-11-07,183440,54,true,m-airon,2024-10-16T14:03:44Z,"east coast hiphop,old school hiphop,boombap","Quiet Money Direct",0.609,0.807,9,-4.718,0,0.282,0.158,0.0106,0.0674,0.815,96.076,4
spotify:track:47WX4SHMvBCTKqa1IohI2k,"New Life","Pieces Of A Man","AZ",1998-04-07,82893,44,true,m-airon,2024-10-16T14:20:58Z,"east coast hiphop,old school hiphop,boombap","Virgin Records",0.894,0.531,0,-8.03,1,0.43,0.118,0.000397,0.124,0.657,86.218,4
spotify:track:7Jc0l11j0Ehx6smWHqDXtX,"Phenomenon","Phenomenon","LL COOL J",1997-01-01,244733,51,true,m-airon,2024-10-16T14:32:06Z,"old school hiphop,east coast hiphop","Def Jam Recordings",0.862,0.606,7,-8.136,1,0.276,0.000331,0.00000487,0.0706,0.485,105.972,4
spotify:track:7bp5DfkdK1OAvNJ1U4HfDA,"Shadowboxin'","Liquid Swords","GZA;Method Man",1995-11-07,209973,62,true,m-airon,2024-10-16T15:18:48Z,"east coast hiphop,old school hiphop,hiphop,boombap,hardcore hiphop","Geffen",0.704,0.642,1,-10.11,1,0.39,0.00704,0.00000143,0.161,0.72,92.09,4
spotify:track:5H4PU7wBIXL259apGjSpOr,"Can't Knock The Hustle","Reasonable Doubt","JAŸ-Z;Mary J. Blige",1996-06-25,317800,48,true,m-airon,2024-10-16T20:47:55Z,"hiphop,east coast hiphop,rap,r&b","Roc-A-Fella",0.78,0.378,7,-11.48,1,0.465,0.198,0,0.0782,0.577,94.897,4
spotify:track:3FWTGnS0F6wm2HhIkI8rVW,"Deadly Combination (feat. 2Pac)","The Big Picture","Big L;2Pac",2016-07-15,152373,61,true,m-airon,2024-10-16T20:54:49Z,"east coast hiphop,old school hiphop,hardcore hiphop,boombap,hiphop,gangsterrap,west coast hiphop,g funk","RBC Records",0.902,0.513,1,-10.029,1,0.305,0.0924,0,0.267,0.628,91.477,4
spotify:track:7hdOchAKFm6FwzyevcQ56y,"Things Done Changed - 2005 Remaster","Ready to Die (The Remaster)","The Notorious B.I.G.",1994-09-13,238106,54,true,m-airon,2024-10-23T08:09:42Z,"old school hiphop,gangsterrap,east coast hiphop,hiphop","Bad Boy Records",0.743,0.63,1,-6.94,1,0.253,0.0241,0.00000269,0.0726,0.127,90.908,4
spotify:track:5onGESUxi3P9xLt311oS59,"One More Chance - 2005 Remaster","Ready to Die (The Remaster)","The Notorious B.I.G.",1994-09-13,283026,54,true,m-airon,2024-10-23T08:39:05Z,"old school hiphop,gangsterrap,east coast hiphop,hiphop","Bad Boy Records",0.731,0.695,10,-5.741,0,0.45,0.122,0,0.106,0.696,188.182,4
spotify:track:0cuLak2CHr0Lvua8kV0w6n,"Paradise","10","LL COOL J;Amerie",2002-10-08,275093,57,false,m-airon,2024-10-24T07:47:07Z,"old school hiphop,east coast hiphop","Def Jam Recordings",0.778,0.823,5,-2.981,0,0.199,0.0165,0.000038,0.282,0.856,97.885,4
spotify:track:4JYUDRtPZuVNi7FAnbHyux,"Flava in Ya Ear Remix (feat. The Notorious B.I.G., LL Cool J, Busta Rhymes, Rampage)","Flava In Ya Ear Remix","Craig Mack;Busta Rhymes;LL COOL J;Rampage;The Notorious B.I.G.",1994,302013,57,true,m-airon,2024-10-24T08:07:10Z,"old school hiphop,east coast hiphop,gangsterrap,hiphop","Rhino Atlantic",0.52,0.847,9,-5.3,1,0.427,0.272,0,0.325,0.799,177.371,4
spotify:track:0r84JvUwU5LQ8iwIhXLNgR,"Niggas - 2005 Remaster","Born Again","The Notorious B.I.G.",1999,228666,45,true,m-airon,2024-10-26T20:59:57Z,"old school hiphop,gangsterrap,east coast hiphop,hiphop","Bad Boy Records",0.732,0.922,10,-3.403,0,0.502,0.269,0,0.914,0.531,93.784,4
spotify:track:0UN5OvKlbg06LnZyVk48ll,"Loungin (Who Do Ya Luv) - Remix","Mr. Smith (Deluxe Edition)","LL COOL J;Total",1995-11-21,229373,60,true,m-airon,2024-11-06T08:38:36Z,"old school hiphop,east coast hiphop,r&b,new jack swing","LL Cool J.",0.817,0.584,7,-9.785,1,0.174,0.432,0.00588,0.225,0.502,99.947,4
spotify:track:1RQE33QW6K4YFKGPLHjbcC,"All I Have","10","Jennifer Lopez;LL COOL J",2002-10-08,254373,40,false,m-airon,2024-11-06T08:55:08Z,"old school hiphop,east coast hiphop","Def Jam Recordings",0.707,0.655,1,-5.704,1,0.103,0.264,0,0.126,0.415,83.087,4
spotify:track:2Usnx5papFBxkaDgyodMcO,"I Really Mean It - Album Version (Edited)","Cam'Ron Presents The Diplomats - Diplomatic Immunity","The Diplomats;Cam'ron;Jimmy Jones",2003-01-01,261880,34,false,m-airon,2024-11-07T12:06:00Z,"east coast hiphop","Roc-A-Fella",0.444,0.758,7,-4.252,1,0.27,0.0323,0.0000242,0.588,0.811,78.514,4
spotify:track:65b9yKBAWxOVXyeuQrGypA,"Sneakers","Immobilarity","Raekwon",1999-11-15,181493,29,true,m-airon,2024-11-11T17:48:22Z,"east coast hiphop,old school hiphop,hardcore hiphop,hiphop,boombap","Epic",0.854,0.784,10,-5.176,0,0.402,0.17,0,0.352,0.674,90.069,4
spotify:track:5LN1B9uVAVleCZ2euGarvi,"MVP","Lifestylez Ov Da Poor & Dangerous","Big L",1995-03-28,218866,58,false,m-airon,2024-11-11T18:36:55Z,"east coast hiphop,old school hiphop,hardcore hiphop,boombap,hiphop","Columbia",0.857,0.672,10,-5.934,0,0.16,0.0649,0,0.355,0.671,86.777,4
spotify:track:2io3tr0HmXMIGY06xnWb0J,"No Endz, No Skinz","Lifestylez Ov Da Poor & Dangerous","Big L",1995-03-28,208733,49,true,m-airon,2024-11-11T18:38:16Z,"east coast hiphop,old school hiphop,hardcore hiphop,boombap,hiphop","Columbia",0.938,0.773,1,-6.804,1,0.231,0.0589,0.000761,0.182,0.716,100.305,4
spotify:track:24vNw0Z0srb4zYXwrakw8E,"Wu-Tang Clan Ain't Nuthing ta F' Wit","Enter The Wu-Tang (36 Chambers) [Expanded Edition]","Wu-Tang Clan",1993-11-09,216040,64,true,m-airon,2024-11-12T06:23:35Z,"old school hiphop,east coast hiphop,hiphop,gangsterrap,hardcore hiphop","RCA Records Label",0.823,0.526,1,-12.202,1,0.328,0.237,0,0.362,0.614,99.13,4
spotify:track:1v5cgIyffYtfEx0swttdoE,"Bring Da Ruckus","Enter The Wu-Tang (36 Chambers) [Expanded Edition]","Wu-Tang Clan",1993-11-09,251266,60,true,m-airon,2024-11-12T07:30:44Z,"old school hiphop,east coast hiphop,hiphop,gangsterrap,hardcore hiphop","RCA Records Label",0.788,0.584,11,-10.807,1,0.386,0.242,0,0.347,0.528,87.508,4
spotify:track:5LZ4d69L4TK8hVyh2q7YEJ,"8 Iz Enuff","Lifestylez Ov Da Poor & Dangerous","Big L",1995-03-28,298840,45,true,m-airon,2024-11-12T13:57:47Z,"east coast hiphop,old school hiphop,hardcore hiphop,boombap,hiphop","Columbia",0.844,0.459,8,-8.827,0,0.364,0.418,0.00816,0.112,0.394,96.019,4
spotify:track:4LmMbjy178zJj3EaU2qoTW,"Get The Drop On Em","Mr. Smith (Deluxe Edition)","LL COOL J",1995-11-21,237560,21,false,m-airon,2024-11-14T06:42:18Z,"old school hiphop,east coast hiphop","LL Cool J.",0.828,0.437,7,-10.093,0,0.484,0.663,0,0.15,0.869,98.002,4
spotify:track:49PPrCt4S5nFLGH56qkxuT,"Around The Way Girl","Mama Said Knock You Out","LL COOL J",1990-08-27,246533,35,false,m-airon,2024-11-14T08:22:29Z,"old school hiphop,east coast hiphop","LL Cool J.",0.608,0.669,1,-10.834,0,0.335,0.00435,0.0109,0.337,0.679,202.062,4
spotify:track:1EdinkMFcfwecOcUjqIe8r,"Another Dollar","Phenomenon","LL COOL J",1997-01-01,228506,16,true,m-airon,2024-11-14T09:51:22Z,"old school hiphop,east coast hiphop","Def Jam Recordings",0.617,0.655,1,-7.164,0,0.43,0.0756,0,0.0481,0.815,173.06,4
spotify:track:3njpLvANriMsdv3dgADEad,"Get Back","The Red Light District","Ludacris",2004-01-01,270746,64,true,m-airon,2024-12-16T20:44:46Z,"dirty south rap","Def Jam Recordings",0.555,0.639,1,-5.16,1,0.263,0.0594,0,0.118,0.184,171.609,4
spotify:track:77S8pBH3ilaDIPmTJkRNQn,"Fiesta (feat. JAY-Z, Boo & Gotti) - Remix","The R. In R&B Collection: Volume 1","R. Kelly;JAŸ-Z;Boo;Gotti",2003-09-23,241400,51,false,m-airon,2024-12-23T09:24:25Z,"r&b,hiphop,east coast hiphop,rap,melbourne bounce,country hiphop","Jive",0.92,0.487,10,-5.578,0,0.182,0.0103,0,0.0411,0.806,92.836,4
spotify:track:1NHwvBmrUje4L1dxfWnXCH,"Put Your Hands Where My Eyes Could See (feat. Jamal)","When Disaster Strikes...","Busta Rhymes;Jamal",1997,194293,63,true,m-airon,2024-12-30T13:16:34Z,"east coast hiphop,disco polo","Rhino/Elektra",0.906,0.623,1,-6.711,0,0.303,0.00864,0.00000419,0.0753,0.715,99.498,4
spotify:track:1XvT8u1KR1hd38SVQiuTAV,"Growing Pains","Word Of Mouf","Ludacris;Fate Wilson;Keon Bryce",2001-01-01,289173,54,true,m-airon,2024-12-30T15:05:20Z,"dirty south rap","RAL (Rush Associated Label)",0.731,0.713,11,-6.442,0,0.262,0.0507,0,0.867,0.732,84.488,4
spotify:track:6jn2A66ztgXPrpeNsdiGHE,"Tru Master (with Inspectah Deck & Kurupt)","Soul Survivor","Pete Rock;Inspectah Deck;Kurupt",1998-06-17,239533,36,true,m-airon,2024-12-30T16:56:02Z,"jazz rap,east coast hiphop,boombap,g funk,west coast hiphop,gangsterrap,old school hiphop","RCA Records Label",0.649,0.941,2,-4.159,1,0.398,0.0676,0,0.0905,0.64,91.442,4
spotify:track:6eeETlsa4gwbfFnO4Minlg,"How I'm Comin'","14 Shots To The Dome","LL COOL J",1993-06-01,305893,23,false,m-airon,2025-05-25T12:09:57Z,"old school hiphop,east coast hiphop","Def Jam Recordings",0.755,0.974,11,-8.68,1,0.208,0.0605,0,0.323,0.309,97.094,4
spotify:track:3uVE5vLKkigiWBOQEgmdDk,"Who's That Girl?","Scorpion","Eve",2001-03-06,281906,66,true,m-airon,2025-06-10T15:44:26Z,"","Ruff Ryders RECORDS",0.77,0.86,6,-3.702,1,0.19,0.0159,0.000713,0.0682,0.547,96.428,4
spotify:track:1Z4mVNtYGnpjHUoZVo3IMU,"Smooth Operator","It's A Big Daddy Thing","Big Daddy Kane",1989,284466,49,false,m-airon,2025-07-12T17:21:54Z,"old school hiphop,east coast hiphop,hardcore hiphop,hiphop","Rhino/Warner Records",0.891,0.319,4,-16.099,0,0.333,0.0933,0.000104,0.0482,0.687,92.649,4
spotify:track:53duuSwaLOZuIrELvZXqLH,"Going Back to Cali - 2014 Remaster","Life After Death (2014 Remastered Edition)","The Notorious B.I.G.",1997-03-04,307426,62,true,m-airon,2025-09-17T05:26:03Z,"old school hiphop,gangsterrap,east coast hiphop,hiphop","Rhino Atlantic",0.851,0.647,9,-5.847,1,0.339,0.207,0,0.0447,0.596,99.17,4
spotify:track:4UIqq2VRrmHD4N68C2ubfk,"7 Minute Freestyle","Harlem's Finest: Return Of The King","Big L;JAŸ-Z",2025-10-31,444255,48,true,m-airon,2025-12-18T08:00:00Z,"east coast hiphop,old school hiphop,hardcore hiphop,boombap,hiphop,rap","Mass Appeal",0.649,0.901,11,-3.526,0,0.425,0.253,0,0.0926,0.769,180.404,4
