"Track.URI","Track.Name","Album.Name","Artist.Name.s.","Release.Date","Duration..ms.","Popularity","Explicit","Added.By","Added.At","Genres","Record.Label","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time.Signature","region","highlight"
"spotify:track:67ncYmW29pNJJY2yXuLPwT","You Know How We Do It","Greatest Hits","Ice Cube","2001-12-04",232786,69,"true","warriorkid3000","2021-09-29T03:38:11Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop","Priority Records",0.743,0.651,10,-6.269,0,0.0343,0.0231,0.00388,0.0851,0.543,92.876,4,"west","no"
"spotify:track:7y9yjpRtZajYzVpXHRjwGz","No More ?'s","Eazy-Duz-It","Eazy-E","1988-09-13",234360,71,"true","warriorkid3000","2021-09-29T03:38:21Z","gangsterrap,old school hiphop,west coast hiphop,g funk","FRONTLINE CATALOG (P81)",0.935,0.805,7,-4.782,1,0.225,0.0143,1.53e-06,0.298,0.624,105.641,4,"west","no"
"spotify:track:09b84uwrksszAvJwM6J28L","A Bitch Iz A Bitch","Express Yourself","N.W.A.","1989-03-27",190600,55,"true","warriorkid3000","2023-09-20T03:46:09Z","old school hiphop,gangsterrap,west coast hiphop,hiphop,rap,g funk","Priority Records",0.905,0.548,4,-8.131,1,0.381,0.038,0,0.34,0.794,97.235,4,"west","no"
"spotify:track:2qOm7ukLyHUXWyR4ZWLwxA","It Was A Good Day","The Predator","Ice Cube","1992-11-17",260000,80,"true","warriorkid3000","2021-09-29T03:38:36Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop","Priority Records",0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,4,"west","no"
"spotify:track:0WKYRFtH6KKbaNWjsxqm70","Gin And Juice (feat. Dat Nigga Daz)","Doggystyle","Snoop Dogg;Daz Dillinger","1993",211493,2,"true","warriorkid3000","2021-09-29T03:49:04Z","g funk,west coast hiphop,gangsterrap,old school hiphop,hiphop,rap","Death Row Records",0.549,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695,4,"west","no"
"spotify:track:3yNVfRQlUPViUh8O2V9SQn","Just a Friend","Biz's Baddest Beats: The Best of Biz Markie","Biz Markie","1994-08-07",238266,57,"false","warriorkid3000","2021-09-29T03:39:10Z","old school hiphop,east coast hiphop","Rhino",0.862,0.663,0,-9.004,1,0.21,0.12,0,0.318,0.837,85.308,4,"west","no"
"spotify:track:20fBuVybkHgjF6vNhSMROD","Ambitionz Az A Ridah","All Eyez On Me","2Pac","1996",278386,1,"true","warriorkid3000","2021-09-29T03:39:14Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop","Death Row Records",0.801,0.908,2,-6.554,1,0.221,0.00253,0.000655,0.0698,0.805,87.279,4,"west","no"
"spotify:track:2xTft6GEZeTyWNpdX94rkf","All Eyez On Me","All Eyez On Me","2Pac","1996-02-13",307773,4,"true","warriorkid3000","2021-09-29T03:39:21Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop","Death Row Records",0.873,0.719,1,-5.948,1,0.248,0.03,0,0.333,0.858,93.281,4,"west","no"
"spotify:track:0Z2J91b2iTGLVTZC4fKgxf","Hit 'Em Up - Single Version","Greatest Hits","2Pac;Outlawz","1998-01-01",312626,83,"true","warriorkid3000","2023-06-12T04:05:46Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop","2Pac Greatest Hits",0.916,0.844,7,-3.967,1,0.236,0.0394,0,0.0778,0.586,95.19,4,"west","no"
"spotify:track:3bA5Xfk5JyPGtBh00GX8Gk","Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)","Doggystyle","Snoop Dogg;Kurupt;Warren G;Nate Dogg","1993",246346,0,"true","warriorkid3000","2021-09-29T03:39:38Z","g funk,west coast hiphop,gangsterrap,old school hiphop,hiphop,rap","Death Row Records",0.84,0.798,8,-5.079,1,0.0699,0.045,4.32e-05,0.172,0.695,100.175,4,"west","no"
"spotify:track:3JdyhQORbJkCWT8xfLd8gD","Boyz-N-The-Hood - Remix","Eazy-Duz-It","Eazy-E;Ice Cube;DJ Yella","1988-09-13",379733,63,"true","warriorkid3000","2021-09-29T03:40:34Z","gangsterrap,old school hiphop,west coast hiphop,g funk,hiphop,hyphy","FRONTLINE CATALOG (P81)",0.837,0.692,7,-4.251,1,0.337,0.0383,0,0.212,0.805,87.775,4,"west","no"
"spotify:track:4LwU4Vp6od3Sb08CsP99GC","The Next Episode","2001","Dr. Dre;Snoop Dogg","1999-11-16",161506,81,"true","warriorkid3000","2021-09-29T03:40:40Z","old school hiphop,g funk,gangsterrap,west coast hiphop,hiphop,rap","Aftermath",0.922,0.909,10,-2.429,0,0.27,0.0281,0,0.0856,0.309,95.295,4,"west","no"
"spotify:track:0XRbYXQUymj9SJkrr8YK5B","Keep Ya Head Up","Strictly 4 My N.I.G.G.A.Z...","2Pac","1993-02-16",262506,70,"true","warriorkid3000","2021-09-29T03:40:48Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop","Interscope",0.598,0.732,4,-7.013,1,0.425,0.144,0,0.508,0.595,172.329,4,"west","no"
"spotify:track:6KIKRz9eSTXdNsGUnomdtW","Straight Outta Compton","Straight Outta Compton","N.W.A.","1988-08-08",258687,70,"true","warriorkid3000","2021-09-29T03:43:31Z","old school hiphop,gangsterrap,west coast hiphop,hiphop,rap,g funk","Priority Records",0.834,0.878,8,-9.484,1,0.15,0.0461,0,0.334,0.418,102.848,4,"west","no"
"spotify:track:7sPt2cfrg7DrVP52zfvS1i","Gin N Juice (feat. Dat Nigga Daz)","Doggystyle","Snoop Dogg;Daz Dillinger","1993",211493,1,"true","warriorkid3000","2021-09-29T03:43:37Z","g funk,west coast hiphop,gangsterrap,old school hiphop,hiphop,rap","Death Row Records",0.549,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695,4,"west","no"
"spotify:track:2eU63GLRBeMOszGRTCEE9E","California Love - Original Version","2Pac Greatest Hits (Explicit Version)","2Pac;Roger;Dr. Dre","1998-01-01",284906,1,"true","warriorkid3000","2021-09-29T03:44:08Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop,funk,post-disco,rap","Universal Music Group",0.761,0.835,7,-3.076,1,0.0425,0.031,1.44e-06,0.387,0.766,91.524,4,"west","yes"
"spotify:track:20LxTsa6936zOlzTWqoPVt","The Next Episode","2001 (Explicit Version)","Dr. Dre;Snoop Dogg","1999-11-16",161600,4,"true","warriorkid3000","2021-09-29T03:44:38Z","old school hiphop,g funk,gangsterrap,west coast hiphop,hiphop,rap","Universal Music Group",0.92,0.891,3,-2.398,0,0.253,0.0313,0,0.083,0.311,95.295,4,"west","no"
"spotify:track:3QHPHLAkYV5cQBUYs6rowx","Gold Digger","Late Registration","Kanye West;Jamie Foxx","2005-01-01",207626,66,"true","warriorkid3000","2021-09-29T03:45:02Z","rap","Roc-A-Fella",0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,93.034,4,"west","no"
"spotify:track:3u9fHuAtjMY1RW2mZfO4Cf","Gangsta's Paradise (feat. L.V.)","Gangsta's Paradise","Coolio;L.V.","1995-11-07",241933,3,"false","warriorkid3000","2021-09-29T03:45:12Z","west coast hiphop,g funk","Rhino",0.641,0.63,8,-6.393,1,0.0521,0.0372,0,0.4,0.415,79.955,4,"west","no"
"spotify:track:7vfvZp6KZJpxiaW6rI9ieM","I Got 5 On It","Yukmouth Presents: 420","Luniz","2010-04-20",253533,32,"true","warriorkid3000","2021-09-29T03:46:30Z","g funk,west coast hiphop,old school hiphop","EMPIRE Distribution",0.583,0.692,10,-7.932,0,0.362,0.193,0,0.121,0.595,174.141,4,"west","no"
"spotify:track:2NBQmPrOEEjA8VbeWOQGxO","Drop It Like It's Hot","R&G (Rhythm & Gangsta): The Masterpiece","Snoop Dogg;Pharrell Williams","2004-01-01",266066,77,"true","warriorkid3000","2021-09-29T03:46:42Z","g funk,west coast hiphop,gangsterrap,old school hiphop,hiphop,rap","Geffen",0.888,0.632,1,-3.872,1,0.219,0.19,0,0.101,0.662,91.979,4,"west","no"
"spotify:track:2Dts49OexROL2KvCK2sokf","What's The Difference","2001 (Explicit Version)","Dr. Dre;Eminem;Xzibit","1999-11-16",244266,1,"true","warriorkid3000","2021-09-29T03:46:48Z","old school hiphop,g funk,gangsterrap,west coast hiphop,hiphop,rap,hardcore hiphop","Universal Music Group",0.782,0.819,11,-0.158,0,0.251,0.252,0,0.133,0.725,91.824,4,"west","no"
"spotify:track:4rc9kQ6qyssElIccFJgbJb","My Name Is","Curtain Call (Deluxe)","Eminem","2005-12-06",268853,0,"true","warriorkid3000","2021-09-29T03:47:50Z","rap,hiphop","Universal Music Group",0.882,0.678,1,-6.165,1,0.312,0.0427,0,0.118,0.809,85.491,4,"west","no"
"spotify:track:4LujRMTMwAfFKjm45tixHY","Straight Outta Compton","Straight Outta Compton (2002 - Remaster)","N.W.A.","1988-08-08",259226,1,"true","warriorkid3000","2021-09-29T03:48:32Z","old school hiphop,gangsterrap,west coast hiphop,hiphop,rap,g funk","Priority Records",0.831,0.935,8,-6.02,1,0.197,0.0374,0,0.33,0.367,102.836,4,"west","no"
"spotify:track:5XhkV07Vou38wnrzwURUOC","Who Am I (What's My Name)?","Doggystyle","Snoop Dogg","1993",246320,2,"true","warriorkid3000","2021-09-29T03:49:10Z","g funk,west coast hiphop,gangsterrap,old school hiphop,hiphop,rap","Death Row Records",0.692,0.833,7,-3.974,1,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,4,"west","no"
"spotify:track:4rLpAOk5KVNcqEMK3m6Lje","Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)","Doggystyle","Snoop Dogg;Kurupt;Nate Dogg;Warren G","1993",246346,0,"true","warriorkid3000","2021-09-29T03:49:20Z","g funk,west coast hiphop,gangsterrap,old school hiphop,hiphop,rap","Death Row Records",0.84,0.798,8,-5.079,1,0.0699,0.045,4.32e-05,0.172,0.695,100.175,4,"west","no"
"spotify:track:5n8Aro6j1bEGIy7Tpo7FV7","Fuck Tha Police","Straight Outta Compton","N.W.A.","1988-08-08",345717,70,"true","warriorkid3000","2021-09-29T03:49:31Z","old school hiphop,gangsterrap,west coast hiphop,hiphop,rap,g funk","Priority Records",0.859,0.75,8,-8.325,0,0.303,0.0193,0,0.0538,0.857,98.691,4,"west","no"
"spotify:track:0Zh5U48tZNeAzzLTV1CVBE","Forgot About Dre","2001 (Explicit Version)","Dr. Dre;Eminem","1999-11-16",222240,4,"true","warriorkid3000","2021-09-29T03:50:00Z","old school hiphop,g funk,gangsterrap,west coast hiphop,hiphop,rap","Universal Music Group",0.925,0.737,8,-1.292,1,0.0777,0.092,0,0.169,0.603,133.946,4,"west","no"
"spotify:track:6ltPEsP4edATzvinHOzvk2","Still D.R.E.","2001 (Explicit Version)","Dr. Dre;Snoop Dogg","1999-11-16",268004,5,"true","warriorkid3000","2021-09-29T03:50:13Z","old school hiphop,g funk,gangsterrap,west coast hiphop,hiphop,rap","Universal Music Group",0.814,0.779,11,-3.271,1,0.235,0.175,0.000671,0.0605,0.544,93.43,4,"west","yes"
"spotify:track:5FvlQZTm4eOGeUiAB1bKc9","No Vaseline","Death Certificate (25th Anniversary Edition)","Ice Cube","2017-06-09",313053,1,"true","warriorkid3000","2021-09-29T03:50:24Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop","Cubevision JV New Agreements",0.777,0.957,11,-3.201,0,0.319,0.179,0,0.296,0.543,105.756,4,"west","no"
"spotify:track:4SZ3B3y1TbwTK4OIXMOVEy","Boyz-N-The-Hood","The Best Of N.W.A: The Strength Of Street Knowledge","Eazy-E","2006-01-01",336960,0,"true","warriorkid3000","2021-09-29T03:50:30Z","gangsterrap,old school hiphop,west coast hiphop,g funk","Priority Records",0.792,0.503,8,-8.359,1,0.276,0.0198,0,0.347,0.663,87.847,4,"west","no"
"spotify:track:7lQ8MOhq6IN2w8EYcFNSUk","Without Me","The Eminem Show","Eminem","2002-05-26",290320,88,"true","warriorkid3000","2021-09-29T03:51:39Z","rap,hiphop","Eminem Catalog PS",0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238,4,"west","no"
"spotify:track:1dWimOlV5KUHDerWZVDv5l","My Name Is","Curtain Call: The Hits (Deluxe Edition)","Eminem","2005-12-06",268853,51,"true","warriorkid3000","2021-09-29T03:51:46Z","rap,hiphop","Eminem Catalog PS",0.846,0.676,5,-6.155,0,0.33,0.0449,1.02e-06,0.112,0.817,85.437,4,"west","no"
"spotify:track:5v8F7GFQgmCESBpPFbC9DN","The Real Slim Shady","Curtain Call: The Hits (Deluxe Edition)","Eminem","2005-12-06",284800,48,"true","warriorkid3000","2021-09-29T03:52:02Z","rap,hiphop","Eminem Catalog PS",0.95,0.651,5,-4.226,0,0.0547,0.0337,0,0.0424,0.777,104.495,4,"west","no"
"spotify:track:6u68nH5R3hyc94XImtFDfc","21 Questions","Get Rich Or Die Tryin' (Explicit UK Version)","50 Cent;Nate Dogg","2003-02-06",224426,1,"true","warriorkid3000","2021-09-29T03:52:13Z","old school hiphop,east coast hiphop,g funk,west coast hiphop","Polydor Associated Labels",0.608,0.821,6,-3.939,0,0.337,0.356,0.00029,0.0464,0.896,84.53,4,"west","no"
"spotify:track:33zmZuUrpdbwgXL0U8ylIl","Hit 'Em Up - Single Version (Explicit)","2Pac Greatest Hits (Explicit Version)","2Pac;Outlawz","1998-11-24",312626,1,"true","warriorkid3000","2021-09-29T03:52:27Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop","Digital",0.923,0.85,7,-4.026,1,0.248,0.0468,0,0.083,0.61,95.195,4,"west","no"
"spotify:track:13AvIMuWOBUWGBhWGIHb6N","Friday","Friday (Original Motion Picture Soundtrack)","Ice Cube","1995-04-11",229826,53,"true","warriorkid3000","2021-09-29T03:52:58Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop","FRONTLINE CATALOG (P81)",0.693,0.759,11,-4.184,1,0.0631,0.0694,4.39e-06,0.154,0.63,186.047,4,"west","no"
"spotify:track:7jIujRjK5JKNrMCcAvYUTN","Keep Their Heads Ringin'","Friday (Original Motion Picture Soundtrack)","Dr. Dre","1995-04-11",305573,66,"true","warriorkid3000","2021-09-29T03:53:02Z","old school hiphop,g funk,gangsterrap,west coast hiphop,hiphop,rap","FRONTLINE CATALOG (P81)",0.672,0.777,9,-4.238,0,0.0956,0.0379,0.00141,0.159,0.238,90.575,4,"west","no"
"spotify:track:53BZ6XygAoubR5DU5w38Vq","Real Muthaphuckkin' G's","Gangsta Memorial","Eazy-E","2007-01-01",332733,61,"true","warriorkid3000","2021-09-29T03:53:08Z","gangsterrap,old school hiphop,west coast hiphop,g funk","Priority Records",0.724,0.853,11,-3.895,0,0.283,0.0164,0,0.65,0.775,170.51,4,"west","no"
"spotify:track:2g9E9UyZ3pdJ1eqUQW0tfQ","Xxplosive","2001 (Explicit Version)","Dr. Dre;Hittman;Six-Two;Nate Dogg;Kurupt","1999-11-16",215266,0,"true","warriorkid3000","2021-09-29T03:53:20Z","old school hiphop,g funk,gangsterrap,west coast hiphop,hiphop,rap","Universal Music Group",0.767,0.881,1,-4.359,1,0.109,0.191,8.29e-06,0.139,0.939,169.049,4,"west","no"
"spotify:track:52IuMfbQa9aqRPz2oYPAI8","Express Yourself","Straight Outta Compton","N.W.A.","1988-08-08",265101,60,"true","warriorkid3000","2021-09-29T03:53:26Z","old school hiphop,gangsterrap,west coast hiphop,hiphop,rap,g funk","Priority Records",0.851,0.583,8,-11.022,0,0.286,0.0506,0,0.236,0.956,95.048,4,"west","no"
"spotify:track:2mpFm3f7QmdsVtSAIICEB7","Candy Shop","The Massacre","50 Cent;Olivia","2005-03-03",208533,0,"true","warriorkid3000","2021-09-29T03:54:01Z","old school hiphop,east coast hiphop","Interscope",0.609,0.588,7,-7.992,1,0.481,0.0305,0.000142,0.369,0.797,128.763,5,"west","no"
"spotify:track:5YGLiu7ebWcnqoghFBk3yy","Appetite For Destruction","The Best Of N.W.A: The Strength Of Street Knowledge","N.W.A.","2006-01-01",188573,0,"true","warriorkid3000","2021-09-29T03:54:27Z","old school hiphop,gangsterrap,west coast hiphop,hiphop,rap,g funk","Priority Records",0.83,0.795,7,-7.644,1,0.181,0.0348,1.08e-06,0.0864,0.402,105.525,4,"west","no"
"spotify:track:1kFyVRbMT4JJynQgTFWKZj","What You Wanna Do?","South Central Los Skanless","Kausion;Gonzoe","1995-06-01",250320,0,"true","warriorkid3000","2021-09-29T03:54:59Z","g funk,west coast hiphop,gangsterrap,old school hiphop","Blocwize Ent. / Rapbay / Urbanlife Music",0.822,0.81,1,-5,1,0.236,0.11,0,0.352,0.917,103.605,4,"west","no"
"spotify:track:6S1oHrwjeF66VRUl1b76P6","C-Walk","Kuruption!","Kurupt;Tray Dee;Slip Capone","1998-10-06",311666,51,"true","warriorkid3000","2021-09-29T03:55:04Z","g funk,west coast hiphop,gangsterrap,old school hiphop","A&M",0.913,0.444,0,-8.718,1,0.249,0.0281,4.17e-05,0.0626,0.628,94.984,4,"west","no"
"spotify:track:5UQOmTylBEdsIfSn37v3DO","Straight Up Menace","The Best of MC Eiht","MC Eiht","2010-09-21",274306,0,"true","warriorkid3000","2021-09-29T03:55:10Z","west coast hiphop,g funk,gangsterrap","Legacy Recordings",0.756,0.53,7,-9.639,1,0.142,0.00138,0.00701,0.323,0.524,79.855,4,"west","no"
"spotify:track:1pOIpxfrQ8AszXZdKR3aH3","Gangsta Gangsta","Straight Outta Compton","N.W.A.","1988-08-08",336917,63,"true","warriorkid3000","2021-09-29T03:55:17Z","old school hiphop,gangsterrap,west coast hiphop,hiphop,rap,g funk","Priority Records",0.894,0.698,6,-8.264,0,0.275,0.0279,3.56e-06,0.329,0.695,98.104,4,"west","no"
"spotify:track:63BokRfXSQhEU6Qi2dSJpZ","Mind Playing Tricks on Me","We Can't Be Stopped","Geto Boys","1991-07-02",308733,4,"true","warriorkid3000","2021-09-29T03:55:25Z","old school hiphop,dirty south rap,gangsterrap,g funk,hardcore hiphop,horrorcore","Rap-A-Lot Records",0.886,0.512,10,-11.825,0,0.237,0.207,0,0.0991,0.454,93.997,4,"west","no"
"spotify:track:2rwmKpWW6o6anOhvcyiJOw","Nothin' But The Cavi Hit","Best Of Mack 10","Mack 10;Tha Dogg Pound","2007-01-01",241360,54,"true","warriorkid3000","2021-09-29T03:55:30Z","g funk,west coast hiphop,gangsterrap,old school hiphop","Priority Records",0.852,0.741,1,-5.435,0,0.134,0.0247,0.00106,0.0974,0.535,97.894,4,"west","no"
"spotify:track:1dF5Y2dd7Wm4wZKvVjWBpr","1st of Tha Month","E. 1999 Eternal","Bone Thugs-N-Harmony","1995-07-25",314680,65,"true","warriorkid3000","2021-09-29T03:56:47Z","gangsterrap,old school hiphop,g funk","Ruthless Records",0.729,0.581,5,-8.235,0,0.18,0.0777,3.81e-06,0.696,0.508,74.038,4,"west","no"
"spotify:track:76Ceb3pvgGsZb40pSIrSMH","The Murda Show (with MC Eiht)","Best Of Spice 1","Spice 1;MC Eiht","1998-10-29",267706,41,"true","warriorkid3000","2021-09-29T03:56:52Z","west coast hiphop,g funk,gangsterrap,old school hiphop","Jive",0.761,0.721,11,-6.91,0,0.264,0.00523,0.0277,0.0768,0.789,89.858,4,"west","no"
"spotify:track:2Vpj5colB0MPy3Zg5SITEC","Bow Down","Bow Down","Westside Connection","1996-10-22",206826,59,"true","warriorkid3000","2021-09-29T03:56:56Z","west coast hiphop,g funk,gangsterrap,old school hiphop","Priority Records",0.897,0.458,9,-11.01,1,0.279,0.0208,0,0.419,0.513,92.928,4,"west","no"
"spotify:track:287tdUcso07UAu5jxXB2BQ","Afro Puffs","Above The Rim","The Lady Of Rage","2001",288333,0,"true","warriorkid3000","2021-09-29T03:57:03Z","g funk,west coast hiphop,old school hiphop,gangsterrap","Death Row Records",0.799,0.876,10,-3.661,0,0.242,0.0424,1.08e-06,0.308,0.525,91.35,4,"west","no"
"spotify:track:679RG1vQ3m1liChyglObX9","We Roll Deep","Ear To The Street","The Conscious Daughters","1993-11-30",260893,46,"true","warriorkid3000","2021-09-29T03:57:20Z","g funk,west coast hiphop,old school hiphop","Guerrilla Funk Recordings",0.742,0.878,1,-7.1,1,0.252,0.191,0,0.088,0.789,83.691,4,"west","no"
"spotify:track:4ixD6bSwnSlzuBrd2c80vI","Captain Save A Hoe","The Mail Man (Original Master Peace)","E-40;The Click;Suga T;D-Shott;B-Legit","1993",288297,61,"true","warriorkid3000","2021-09-29T03:57:26Z","hyphy,west coast hiphop,g funk,old school hiphop","Sick Wid It",0.8,0.336,7,-19.552,1,0.252,0.0579,0,0.223,0.538,82.996,4,"west","no"
"spotify:track:2ImuQo1g14CTR9hZAZD3aQ","This D.J.","Regulate… G Funk Era","Warren G;O.G.L.B.","1994-06-07",203026,65,"true","warriorkid3000","2021-09-29T03:57:37Z","g funk,west coast hiphop,old school hiphop,gangsterrap","Island Records",0.804,0.443,6,-10.268,0,0.134,0.0312,0.0225,0.112,0.58,92.035,4,"west","no"
"spotify:track:623SXRZfjnTnvCAM0CT1CP","Played Like A Piano","At Your Own Risk","King Tee;Ice Cube;Breeze","1990-10-02",299026,49,"true","warriorkid3000","2021-09-29T03:57:43Z","g funk,west coast hiphop,old school hiphop,gangsterrap,hiphop,happy hardcore","Capitol Records",0.902,0.534,11,-13.823,0,0.272,0.0171,0,0.0665,0.657,90.367,4,"west","no"
"spotify:track:1ei4Cg4zYN2y17CAvjETSM","So You Want to Be a Gangster","Shorty The Pimp","Too $hort","1992-07-14",244506,49,"true","warriorkid3000","2021-09-29T03:57:51Z","hyphy,west coast hiphop,g funk,old school hiphop,gangsterrap","Jive",0.687,0.373,2,-13.988,1,0.101,0.000186,0.0117,0.325,0.495,110.504,5,"west","no"
"spotify:track:5xEm63lXBhJKZgjRDMWH3H","Dollaz + Sense","Safe + Sound","DJ Quik","1995",352906,55,"true","warriorkid3000","2021-09-29T03:57:56Z","g funk,west coast hiphop,old school hiphop,gangsterrap","Arista",0.833,0.64,10,-5.674,0,0.22,0.0184,0,0.102,0.465,99.285,4,"west","no"
"spotify:track:3NGT0Td7H4Is1qrlDQJxma","Check Yo Self - Remix","Bootlegs And B-Sides","Ice Cube;Das EFX","1994-11-22",273106,68,"true","warriorkid3000","2021-09-29T05:56:07Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop,east coast hiphop,hardcore hiphop,boombap","Priority Records",0.934,0.735,1,-6.668,1,0.251,0.031,8.6e-06,0.107,0.768,101.368,4,"west","no"
"spotify:track:6S5SJlNXgrUBTLa58NMwGk","2 Of Amerikaz Most Wanted","Greatest Hits","2Pac;Snoop Dogg","1998-01-01",246666,59,"true","warriorkid3000","2021-09-29T05:56:26Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop,rap","2Pac Greatest Hits",0.853,0.876,1,-3.415,1,0.131,0.0426,0.00202,0.0548,0.845,99.236,4,"west","no"
"spotify:track:377UbxXV2YEA28V4Go9aDw","Can't C Me","All Eyez On Me","2Pac","2005-03-08",330760,0,"true","warriorkid3000","2021-09-29T05:56:50Z","old school hiphop,gangsterrap,west coast hiphop,g funk,hiphop","eOne Music",0.797,0.852,0,-2.234,1,0.172,0.0432,3.97e-06,0.409,0.674,95.416,4,"west","no"
